rank,target,ref,signal_type,counter_trade,use_excess_return,threshold_width,hold_days,start_days,sma_period,correlation,other_message,trade_count,long_count,short_count,win_rate,total_profit,positive_year_ratio,worst_year_profit,average_pct,std_pct,t_value,average_long_pct,average_short_pct
1513,GBP_JPY,AUD_NZD,sma,False,False,1.0,20,1,100,0.194352269,,178,78,100,55.617977528,143.870706628,73.333333333,-21.704915248,0.434496445,3.297506398,1.757966446,0.672236588,0.249059133
1514,EUR_USD,AUD_USD,di,False,False,20.0,20,1,15,0.083371095,,124,67,57,54.838709677,0.603341207,73.333333333,-0.127973482,0.393278022,2.491513385,1.757710286,0.272864107,0.534817184
1515,ZAR_JPY,GOLD_USD,sma,False,False,1.0,20,1,200,0.022523881,,197,140,57,59.390862944,12.685271924,73.333333333,-2.012410380,0.645540375,5.155029865,1.757621424,0.493137792,1.019862508
1516,USD_CHF,US30_Futures,bb,True,False,2.0,20,1,15,-0.022902098,,127,70,57,59.842519685,0.622942908,64.285714286,-0.087118579,0.443264574,2.842417717,1.757425737,0.478852353,0.399560284
1517,AUD_USD,NZD_USD,bb,True,False,2.5,20,1,15,-0.008713968,,37,20,17,59.459459459,0.278946731,66.666666667,-0.069101115,1.013126410,3.506663420,1.757399165,0.886425992,1.162185726
1518,EUR_CHF,GBP_AUD,bb,False,False,2.0,20,1,10,0.059937702,,140,66,74,54.285714286,0.475184486,66.666666667,-0.083075671,0.292312021,1.968117187,1.757355966,0.300493411,0.285015106
1519,AUD_JPY,CBOE_Volatility_Index,stoch,True,False,30.0,20,1,50,-0.002376042,,184,127,57,52.717391304,74.046824526,66.666666667,-7.259935372,0.535842627,4.136097544,1.757338397,0.557022317,0.488652791
1520,TRY_JPY,AUD_NZD,bb,False,False,1.5,20,1,100,0.122320597,,110,48,62,56.363636364,65.695222078,60.000000000,-12.040345644,0.872072821,5.205076660,1.757203113,2.561325577,-0.435735764
1521,USSPX500_Futures,TRY_JPY,bb,False,False,2.5,20,1,100,-0.009855868,,31,15,16,61.290322581,574.300000000,66.666666667,-121.450000000,1.659436879,5.258522225,1.757024716,1.786313695,1.540489864
1522,EUR_CHF,USD_JPY,bb,True,False,2.5,20,1,100,-0.088123424,,32,14,18,56.250000000,0.208676095,53.333333333,-0.016501875,0.469291218,1.511056992,1.756857640,1.280808601,-0.161888968
1523,GBP_AUD,USD_JPY,sma,False,False,1.0,20,1,200,0.157268389,,190,91,99,53.157894737,1.265733516,60.000000000,-0.371558232,0.376040151,2.950406018,1.756827955,0.256580906,0.485846123
1524,US30_Futures,GBP_CHF,change,True,False,1.0,20,1,10,-0.056522120,,221,112,109,52.941176471,13795.400000000,64.285714286,-1459.000000000,0.527104230,4.460923811,1.756579591,0.818008212,0.228193717
1525,OIL_USD,USSPX500_Futures,sma,False,False,1.0,20,1,100,0.080210749,,204,130,74,55.392156863,129.840000000,66.666666667,-46.630000000,1.169742721,9.512141658,1.756414952,1.166163683,1.176030218
1526,GBP_JPY,GOLD_USD,sma,False,False,1.0,20,1,200,0.036206832,,197,140,57,59.390862944,134.697378231,66.666666667,-27.098028864,0.434859759,3.475042675,1.756394998,0.454929073,0.385566707
1527,EUR_AUD,USD_CHF,sma,False,False,1.0,20,1,100,0.041557032,,198,81,117,54.545454545,1.186615406,73.333333333,-0.152087966,0.341852683,2.739040070,1.756196884,0.248935064,0.406180265
1528,UK100_Futures,EUR_AUD,sma,False,False,1.0,20,1,15,0.058757541,,209,103,106,50.239234450,5613.000000000,60.000000000,-717.000000000,0.575120667,4.734341793,1.756194080,0.700050901,0.453726194
1529,AUD_USD,COPPER_USD,stoch,False,False,30.0,20,1,50,0.052925886,,162,94,68,53.703703704,0.712173867,53.333333333,-0.108273204,0.477760170,3.463400766,1.755758175,0.631547886,0.265171268
1530,OIL_USD,CBOE_Volatility_Index,stoch,True,False,30.0,20,1,100,-0.100908350,,151,120,31,57.615894040,68.290000000,60.000000000,-30.470000000,1.443761490,10.104902394,1.755706044,1.225671433,2.287981065
1531,EUR_AUD,US30_Futures,bb,False,False,2.0,20,1,15,0.055194455,,127,57,70,59.055118110,0.722111893,64.285714286,-0.135096972,0.374639518,2.405099281,1.755425643,0.127994471,0.575479056
1532,NZD_USD,EUR_JPY,change,False,False,1.0,20,1,200,-0.021891583,,198,122,76,52.525252525,0.571043423,66.666666667,-0.059874004,0.464190576,3.721792436,1.754998563,0.517828247,0.378087998
1533,NZD_USD,SILVER_USD,change,False,False,1.0,20,1,100,0.056099907,,227,129,98,55.506607930,0.631277570,73.333333333,-0.069729882,0.435157753,3.736001573,1.754900929,0.557331808,0.274336803
1534,CHF_JPY,USSPX500_Futures,sma,False,False,1.0,20,1,100,0.030374222,,208,133,75,58.173076923,77.620991116,73.333333333,-9.600684816,0.387044873,3.181197704,1.754697778,0.485312621,0.212783400
1535,AUD_USD,GOLD_USD,change,False,False,1.0,20,1,200,0.018439711,,200,144,56,56.500000000,0.666828626,73.333333333,-0.108189224,0.466911344,3.763445683,1.754542011,0.516328530,0.339838583
1536,US30_Futures,EUR_GBP,bb,False,False,2.0,20,1,15,0.057609645,,133,71,62,54.887218045,8604.800000000,64.285714286,-546.000000000,0.625688580,4.112764131,1.754487368,1.146851521,0.028872954
1537,GBP_AUD,GBP_JPY,bb,False,False,2.0,20,1,15,0.046418474,,152,75,77,54.605263158,1.316138129,80.000000000,-0.298317920,0.439090836,3.087356617,1.753433785,0.449055104,0.429385380
1538,GBP_CHF,CHF_JPY,bb,False,False,1.5,20,1,100,0.118924611,,112,78,34,57.142857143,0.859562769,60.000000000,-0.175822897,0.438761158,2.648538229,1.753197890,0.432614473,0.452862375
1539,GBP_USD,EUR_NZD,bb,True,False,2.5,20,1,100,-0.010029582,,33,15,18,63.636363636,0.429737645,71.428571429,-0.090889919,0.828163808,2.713897242,1.752991528,0.386386795,1.196311318
1540,EUR_NZD,EUR_JPY,bb,True,False,2.5,20,1,100,-0.027052962,,30,12,18,66.666666667,0.421900000,69.230769231,-0.048470000,0.743179199,2.322299778,1.752814238,0.888180408,0.646511727
1541,GBP_USD,COPPER_USD,sma,False,False,1.0,20,1,50,0.145591562,,241,128,113,53.941908714,1.041872763,66.666666667,-0.111282741,0.266128785,2.357546600,1.752427606,0.245958546,0.288976489
1542,AUD_USD,EUR_GBP,change,False,False,1.0,20,1,15,0.085797217,,227,111,116,55.066079295,0.659299035,66.666666667,-0.076785127,0.407849906,3.506692659,1.752328770,0.545774640,0.275870204
1543,GBP_JPY,UK100_Futures,change,False,False,1.0,20,1,200,0.084394046,,205,129,76,55.609756098,155.026289295,66.666666667,-28.186875240,0.379989299,3.105582448,1.751883545,0.458027059,0.247530470
1544,USD_CHF,USD_CAD,bb,False,False,1.5,20,1,50,0.061060946,,140,66,74,57.857142857,0.732324426,53.333333333,-0.089469890,0.507601024,3.428490057,1.751796334,0.580951014,0.442180763
1545,AUD_USD,EUR_NZD,bb,False,False,2.0,20,1,15,0.034044646,,151,76,75,52.980132450,0.622836691,60.000000000,-0.158433662,0.510475884,3.582286137,1.751069693,0.581253130,0.438754942
1546,OIL_USD,CAD_JPY,bb,False,False,1.5,20,1,10,0.005387815,,228,114,114,53.947368421,181.080000000,73.333333333,-24.630000000,1.139765236,9.828335517,1.751067373,1.997771210,0.281759261
1547,GBP_AUD,NZD_USD,bb,False,False,2.5,20,1,15,0.020227989,,37,17,20,67.567567568,0.879579544,80.000000000,-0.101886455,0.932604167,3.239823376,1.750962637,0.821502418,1.027040654
1548,EUR_USD,OIL_USD,bb,False,False,2.5,20,1,50,0.001125835,,38,19,19,55.263157895,0.369988352,73.333333333,-0.082300748,0.724885505,2.552592758,1.750570805,0.522239140,0.927531871
1549,AUD_JPY,GBP_USD,bb,True,False,1.5,20,1,10,-0.049031127,,239,118,121,55.230125523,92.547800706,80.000000000,-12.102603368,0.474876303,4.196179118,1.749546262,0.733418092,0.222744641
1550,UK100_Futures,CBOE_Volatility_Index,bb,False,False,2.5,20,1,50,0.076449600,,39,38,1,74.358974359,3039.000000000,80.000000000,-727.500000000,1.503126060,5.365404434,1.749545509,1.633402589,-3.447382063
1551,GBP_USD,EUR_JPY,stoch,False,False,30.0,20,1,200,0.069921263,,120,87,33,55.833333333,0.756995810,80.000000000,-0.046343586,0.398960303,2.498150913,1.749450415,0.212983456,0.889262901
1552,EUR_USD,EUR_NZD,bb,True,False,1.5,20,1,100,-0.022335099,,117,70,47,57.264957265,0.594487688,66.666666667,-0.096380557,0.432709014,2.675583153,1.749324669,0.484882563,0.355003729
1553,GBP_USD,CBOE_Volatility_Index,bb,True,False,2.0,20,1,100,-0.096888050,,48,11,37,68.750000000,0.631132269,73.333333333,-0.057456762,0.741830160,2.938860347,1.748824206,1.397188974,0.546993756
1554,OIL_USD,GOLD_USD,bb,False,False,2.5,20,1,100,0.078141827,,30,21,9,56.666666667,53.490000000,46.666666667,-6.570000000,3.219201008,10.086268763,1.748147953,0.649532944,9.215093159
1555,GBP_AUD,NQ100_Futures,bb,False,False,2.5,20,1,50,0.140896660,,33,10,23,75.757575758,0.683533926,64.285714286,-0.159555335,1.143520496,3.758801904,1.747638022,1.013273110,1.200149794
1556,AUD_USD,GBP_AUD,bb,True,False,1.5,20,1,50,-0.037612841,,129,73,56,59.689922481,0.552910299,66.666666667,-0.335618117,0.551932859,3.587692029,1.747293856,0.756237160,0.285607609
1557,GBP_JPY,NQ100_Futures,sma,False,False,1.0,20,1,100,0.096763234,,218,140,78,54.587155963,147.016252955,66.666666667,-5.169127700,0.406105640,3.431755805,1.747233269,0.484091060,0.266131808
1558,EUR_USD,EUR_CHF,bb,False,False,2.5,20,1,100,0.140717950,,38,13,25,65.789473684,0.432062964,66.666666667,-0.058381409,0.854156287,3.014016881,1.746962005,2.666133937,-0.088072091
1559,US30_Futures,OIL_USD,stoch,False,False,30.0,20,1,50,0.039222203,,160,99,61,56.875000000,10895.000000000,64.285714286,-1164.000000000,0.618922332,4.481650227,1.746860342,0.664909576,0.544287296
1560,GBP_USD,SILVER_USD,bb,False,False,1.0,20,1,100,0.070759990,,151,86,65,52.980132450,0.823210865,80.000000000,-0.184787817,0.351898516,2.476075231,1.746393369,0.265609034,0.466066139
1561,GBP_AUD,USSPX500_Futures,bb,False,False,2.0,20,1,10,0.051684446,,118,52,66,59.322033898,0.933642896,66.666666667,-0.264494002,0.470369699,2.929193258,1.744344718,0.594596993,0.372493649
1562,EUR_GBP,USD_CHF,bb,False,False,1.0,20,1,15,0.037000465,,268,132,136,54.104477612,0.398792904,86.666666667,-0.059269926,0.203605343,1.911065683,1.744138443,0.194530508,0.212413272
1563,ZAR_JPY,OIL_USD,bb,False,False,1.5,20,1,100,0.086220994,,111,73,38,56.756756757,9.199122635,60.000000000,-1.639403055,0.861785150,5.205753498,1.744122143,0.387784388,1.772365560
1564,TRY_JPY,AUD_JPY,change,False,False,1.0,20,1,200,-0.003713178,,211,135,76,55.450236967,104.555088560,66.666666667,-12.667698920,0.597588172,4.977773994,1.743845665,2.030276527,-1.947318775
1565,EUR_USD,NQ100_Futures,bb,False,False,1.5,20,1,15,-0.003238042,,221,121,100,53.393665158,0.832729558,80.000000000,-0.194891697,0.315966144,2.694357463,1.743337508,0.384323138,0.233254182
1566,USD_CHF,CBOE_Volatility_Index,bb,False,False,2.5,20,1,15,0.047520863,,57,51,6,64.912280702,0.297314017,66.666666667,-0.066809124,0.569073910,2.464523694,1.743303915,0.743576256,-0.914196028
1567,AUD_USD,GBP_CHF,bb,True,False,2.0,20,1,50,-0.024800054,,89,47,42,52.808988764,0.512235215,66.666666667,-0.069735315,0.692559387,3.747960295,1.743239435,0.986576323,0.363540434
1568,GBP_JPY,COPPER_USD,bb,False,False,1.5,20,1,200,0.096803584,,94,60,34,56.382978723,113.984414376,71.428571429,-13.624664300,0.637922434,3.547992031,1.743207823,0.361250222,1.126167512
1569,UK100_Futures,SILVER_USD,bb,True,False,1.5,20,1,10,-0.049668055,,228,107,121,52.631578947,6229.000000000,73.333333333,-812.000000000,0.527930547,4.573108437,1.743141796,0.553931787,0.504937715
1570,CAD_JPY,SILVER_USD,bb,True,False,1.5,20,1,10,-0.046267801,,232,108,124,56.034482759,89.796602780,73.333333333,-7.336843200,0.407969287,3.564895881,1.743109266,0.641036890,0.204974923
1571,AUD_USD,SILVER_USD,bb,True,False,2.5,20,1,50,-0.005819682,,48,16,32,66.666666667,0.419229373,66.666666667,-0.041182949,0.909590115,3.615280754,1.743108101,1.704571305,0.512099519
1572,NQ100_Futures,GOLD_USD,bb,False,False,2.5,20,1,100,0.022904695,,30,21,9,60.000000000,1228.890000000,66.666666667,-254.250000000,2.279007959,7.162425232,1.742795251,1.617502947,3.822519654
1573,EUR_CHF,CHF_JPY,bb,False,False,2.0,20,1,200,0.062077114,,56,40,16,66.071428571,0.359225575,71.428571429,-0.068456837,0.469560687,2.017178042,1.741973366,0.449527978,0.519642459
1574,USD_CAD,EUR_GBP,bb,True,False,1.5,20,1,100,-0.120307136,,107,56,51,59.813084112,0.558939897,66.666666667,-0.040416436,0.436391016,2.591443379,1.741911018,0.744201472,0.098403065
1575,CHF_JPY,TRY_JPY,bb,True,False,2.5,20,1,50,-0.061176858,,42,27,15,69.047619048,33.562980016,53.333333333,-6.391432752,0.910643891,3.388050164,1.741900693,1.105576951,0.559764384
1576,AUD_USD,EUR_GBP,bb,False,False,2.5,20,1,100,0.125922132,,33,16,17,54.545454545,0.333828911,66.666666667,-0.068322145,1.325894278,4.373783603,1.741440234,2.249648845,0.456478215
1577,AUD_USD,SILVER_USD,bb,False,False,1.5,20,1,100,0.050224679,,100,64,36,51.000000000,0.494274866,53.333333333,-0.102734169,0.611413845,3.511346193,1.741251963,0.590428462,0.648721194
1578,AUD_USD,UK100_Futures,bb,False,False,1.5,20,1,50,0.011190900,,137,81,56,59.854014599,0.508013277,60.000000000,-0.132732236,0.514540343,3.458952584,1.741145669,0.745323432,0.180729090
1579,AUD_JPY,USD_JPY,bb,True,False,1.0,20,1,200,-0.091585041,,127,64,63,55.905511811,67.886639412,60.000000000,-5.521056396,0.635310845,4.112495785,1.740935431,1.190758724,0.071046333
1580,GBP_AUD,EUR_NZD,bb,True,False,2.0,20,1,200,-0.027626633,,46,25,21,60.869565217,0.674571935,64.285714286,-0.115677231,0.671936617,2.619170774,1.739976603,0.916365954,0.380949312
1581,TRY_JPY,AUD_JPY,bb,False,False,1.0,20,1,10,0.042248910,,275,144,131,51.272727273,148.297549862,73.333333333,-4.011854420,0.564580502,5.381088057,1.739891328,2.004481907,-1.018211882
1582,EUR_CHF,USD_CHF,sma,True,False,1.0,20,1,100,-0.188568941,,198,117,81,58.080808081,0.632583537,80.000000000,-0.058303386,0.229154249,1.853311221,1.739851390,0.214822201,0.249856096
1583,CAD_JPY,EUR_GBP,sma,False,False,1.0,20,1,100,0.044057573,,172,79,93,54.651162791,81.714006130,73.333333333,-7.477664420,0.504662704,3.805981767,1.738996591,0.645181289,0.385297455
1584,GBP_JPY,US30_Futures,change,False,False,1.0,20,1,15,0.014469685,,238,133,105,54.201680672,167.478492411,78.571428571,-20.724374608,0.361539702,3.208467977,1.738388197,0.369510355,0.351443541
1585,AUD_JPY,UK100_Futures,bb,False,False,1.5,20,1,200,0.004565184,,99,66,33,52.525252525,66.544119260,64.285714286,-7.257543072,0.740693802,4.239574355,1.738337310,0.591135889,1.039809628
1586,GBP_JPY,GBP_CHF,change,True,False,1.0,20,1,15,-0.077393918,,239,118,121,53.974895397,156.932905767,66.666666667,-8.300321572,0.389313515,3.463063815,1.737952634,0.548669065,0.233908929
1587,OIL_USD,EUR_AUD,bb,True,False,1.5,20,1,50,-0.065427226,,129,72,57,54.263565891,134.120000000,60.000000000,-40.230000000,1.566911044,10.241777611,1.737656205,1.865102264,1.190248451
1588,GBP_JPY,USD_CHF,bb,True,False,1.0,20,1,200,-0.075202236,,141,98,43,53.900709220,117.573613030,60.000000000,-19.237826088,0.477376332,3.264435895,1.736450047,0.404439577,0.643604283
1589,UK100_Futures,UK100_Futures,stoch,True,False,30.0,20,1,50,-0.125009768,,161,55,106,48.447204969,5794.500000000,66.666666667,-571.500000000,0.684930298,5.005613477,1.736209004,1.506797418,0.258489810
1590,NZD_USD,GOLD_USD,bb,False,False,2.5,20,1,15,-0.023208774,,40,17,23,57.500000000,0.198636547,71.428571429,-0.083814203,0.853960208,3.110978472,1.736083558,1.714025305,0.218259918
1591,EUR_USD,SILVER_USD,bb,False,False,2.0,20,1,200,0.059725262,,57,41,16,59.649122807,0.524548496,60.000000000,-0.067389040,0.683453688,2.972474496,1.735914705,0.726593228,0.572908615
1592,GBP_USD,EUR_GBP,stoch,False,False,30.0,20,1,15,0.110502513,,243,116,127,56.790123457,1.089567193,73.333333333,-0.115357546,0.278167615,2.498229587,1.735710765,0.303442816,0.255081605
1593,AUD_JPY,US30_Futures,stoch,False,False,30.0,20,1,15,-0.069410943,,223,131,92,55.605381166,86.720955063,78.571428571,-5.581503312,0.466693930,4.015207848,1.735707547,0.568336502,0.321963746
1594,GBP_AUD,TRY_JPY,stoch,False,False,30.0,20,1,50,0.081750584,,161,79,82,54.037267081,1.249808771,80.000000000,-0.086457645,0.367816174,2.689218066,1.735472514,0.329779706,0.404461063
1595,ZAR_JPY,COPPER_USD,stoch,False,False,30.0,20,1,50,0.089854496,,162,94,68,57.407407407,12.665049751,66.666666667,-4.259721146,0.687497544,5.042328527,1.735391717,0.625103292,0.773748422
1596,GBP_USD,COPPER_USD,sma,False,False,1.0,20,1,10,0.070106888,,295,149,146,56.610169492,1.220942933,73.333333333,-0.134446633,0.239374032,2.369297365,1.735275646,0.231319929,0.247593630
1597,AUD_USD,EUR_GBP,bb,False,False,1.0,20,1,200,0.114122007,,140,69,71,55.000000000,0.494536283,60.000000000,-0.072229354,0.483931174,3.300583051,1.734830113,0.741418946,0.233696578
1598,NZD_USD,COPPER_USD,bb,False,False,1.5,20,1,50,0.014657682,,128,71,57,55.468750000,0.468695590,73.333333333,-0.078022288,0.602418720,3.928862350,1.734748940,0.521103736,0.703705807
1599,GBP_USD,GBP_AUD,sma,True,False,1.0,20,1,100,-0.139236254,,195,109,86,58.461538462,1.098230848,66.666666667,-0.160739851,0.322467732,2.595795402,1.734734877,0.261761819,0.399408947
1600,GBP_USD,USD_CAD,change,True,False,1.0,20,1,100,-0.061756713,,202,107,95,53.960396040,0.945347364,66.666666667,-0.187135176,0.299973894,2.458875374,1.733894336,0.379186386,0.210755614
1601,EUR_CHF,USD_CHF,bb,True,False,1.0,20,1,100,-0.162029894,,154,94,60,54.545454545,0.623031556,80.000000000,-0.067044718,0.306925422,2.196723786,1.733874938,0.223675365,0.437350511
1602,EUR_AUD,EUR_AUD,bb,True,False,1.0,20,1,50,-0.072963939,,185,100,85,56.216216216,1.138833207,66.666666667,-0.154495208,0.375351481,2.944557937,1.733819542,0.286323910,0.480089799
1603,TRY_JPY,UK100_Futures,sma,False,False,1.0,20,1,200,-0.002861522,,202,126,76,59.405940594,91.054431442,80.000000000,-25.502657783,0.631481683,5.176570227,1.733781371,1.954534460,-1.562000552
1604,EUR_CHF,EUR_USD,bb,False,False,2.0,20,1,100,0.086342207,,66,38,28,57.575757576,0.446839348,60.000000000,-0.074493431,0.476686470,2.233703658,1.733721110,0.106893357,0.978548551
1605,UK100_Futures,EUR_NZD,bb,False,False,1.0,20,1,15,0.031031655,,264,125,139,54.924242424,5718.500000000,66.666666667,-483.500000000,0.485788047,4.552705723,1.733720995,0.531025620,0.445106776
1606,USD_JPY,COPPER_USD,bb,True,False,2.5,20,1,50,0.019647255,,52,24,28,61.538461538,31.329582640,73.333333333,-3.290499280,0.576738891,2.399225046,1.733444428,0.526639200,0.619681483
1607,EUR_CHF,EUR_AUD,change,False,False,1.0,20,1,10,0.055342382,,263,128,135,55.133079848,0.656325185,73.333333333,-0.055171760,0.192664596,1.803541152,1.732422171,0.201121464,0.184646231
1608,USD_JPY,US30_Futures,bb,False,False,1.5,20,1,200,0.026163513,,99,77,22,54.545454545,41.811414160,61.538461538,-10.688868000,0.434741856,2.497206588,1.732186226,0.379780221,0.627107580
1609,CHF_JPY,AUD_NZD,bb,False,False,1.5,20,1,50,0.103116703,,135,62,73,59.259259259,55.827314132,66.666666667,-11.600663608,0.448223552,3.007229043,1.731789292,0.893938638,0.069671013
1610,CAD_JPY,UK100_Futures,bb,False,False,2.0,20,1,200,0.064821685,,49,27,22,57.142857143,44.346027380,69.230769231,-6.607243980,0.961900346,3.888172784,1.731739507,0.719108350,1.259872341
1611,OIL_USD,EUR_USD,bb,False,False,1.5,20,1,200,0.109435746,,96,62,34,55.208333333,114.520000000,42.857142857,-27.760000000,1.684730169,9.532762779,1.731598431,1.045888880,2.849676050
1612,UK100_Futures,US30_Futures,bb,True,False,1.5,20,1,100,-0.123756295,,106,35,71,52.830188679,4460.500000000,71.428571429,-868.000000000,0.758745975,4.511366226,1.731574769,1.981045871,0.156203773
1613,USSPX500_Futures,GOLD_USD,bb,True,False,2.0,20,1,10,-0.040815498,,146,70,76,55.479452055,1476.740000000,80.000000000,-259.590000000,0.734434519,5.126308494,1.731110421,1.200680900,0.304997063
1614,EUR_CHF,EUR_AUD,di,False,False,20.0,20,1,15,0.061709503,,119,62,57,57.142857143,0.549574766,53.333333333,-0.061617056,0.412605737,2.600074126,1.731103416,0.503143845,0.314125690
1615,EUR_GBP,NQ100_Futures,stoch,True,False,30.0,20,1,200,-0.115327697,,133,27,106,56.390977444,0.387893126,66.666666667,-0.048861935,0.350452189,2.335065560,1.730834403,0.935151765,0.201519278
1616,EUR_JPY,AUD_NZD,bb,False,False,2.5,20,1,50,0.142452324,,44,18,26,50.000000000,51.689721400,66.666666667,-5.083820608,0.890616963,3.413722595,1.730569615,1.102148228,0.744172241
1617,TRY_JPY,USD_CHF,change,True,False,1.0,20,1,100,-0.099375895,,209,121,88,55.023923445,104.990549590,60.000000000,-22.847568169,0.627890110,5.245589091,1.730463799,1.926777778,-1.158080433
1618,EUR_CHF,EUR_USD,di,False,False,20.0,20,1,10,0.064728211,,188,99,89,54.255319149,0.505829057,73.333333333,-0.066226565,0.206127202,1.633255067,1.730454632,0.082636554,0.343493203
1619,AUD_USD,EUR_NZD,bb,False,False,2.0,20,1,10,0.028896798,,131,67,64,57.251908397,0.444687420,60.000000000,-0.116260721,0.502280032,3.322697614,1.730177826,0.429297731,0.578683378
1620,AUD_JPY,EUR_GBP,di,False,False,20.0,20,1,15,0.058261178,,113,63,50,56.637168142,61.452945110,66.666666667,-8.208707332,0.660191746,4.057148998,1.729769976,1.616037854,-0.544174349
1621,GBP_USD,US30_Futures,bb,False,False,1.0,20,1,100,0.063878773,,156,104,52,52.564102564,0.947721762,64.285714286,-0.180302303,0.352493016,2.545474166,1.729593810,0.288566010,0.480347029
1622,GBP_AUD,AUD_JPY,di,False,False,20.0,20,1,10,0.053306504,,191,100,91,56.544502618,1.237414957,73.333333333,-0.374954195,0.317818233,2.540359530,1.729021156,0.220258865,0.425026330
1623,AUD_USD,USD_JPY,bb,True,False,2.0,20,1,200,-0.141812381,,48,23,25,60.416666667,0.418106897,61.538461538,-0.105048305,0.934874958,3.746119100,1.728990331,0.806941780,1.052573482
1624,AUD_JPY,GBP_CHF,bb,True,False,1.5,20,1,200,-0.054766543,,86,54,32,56.976744186,53.527706043,73.333333333,-2.126668632,0.797028578,4.274987894,1.728973075,1.288064294,-0.031594193
1625,CHF_JPY,EUR_AUD,di,True,False,20.0,20,1,15,-0.118251212,,119,57,62,57.983193277,71.672777307,80.000000000,-5.207417796,0.535703060,3.379993474,1.728947260,0.941458687,0.162669660
1626,EUR_CHF,CHF_JPY,bb,False,False,1.5,20,1,50,0.055946762,,137,81,56,54.744525547,0.508915988,73.333333333,-0.080824547,0.276270932,1.870424556,1.728841908,0.311263119,0.225657234
1627,US30_Futures,USD_CAD,bb,False,False,2.0,20,1,100,0.042598305,,65,29,36,55.384615385,6705.000000000,71.428571429,-1636.000000000,1.043192530,4.866750928,1.728152351,1.302331651,0.834441572
1628,USD_JPY,AUD_NZD,bb,False,False,1.0,20,1,100,0.145636267,,159,70,89,50.943396226,63.934823280,53.333333333,-15.203844560,0.365577838,2.668363416,1.727561210,0.761799434,0.053942874
1629,EUR_JPY,GOLD_USD,bb,False,False,1.5,20,1,100,0.008374918,,103,75,28,59.223300971,69.426575316,73.333333333,-21.728040944,0.529398366,3.110594266,1.727260503,0.527044301,0.535703898
1630,AUD_NZD,AUD_JPY,bb,True,False,2.0,20,1,200,-0.071669898,,47,14,33,63.829787234,0.299903773,71.428571429,-0.060601068,0.516582506,2.050687391,1.726987377,0.398851741,0.566528892
1631,GBP_USD,USD_CAD,bb,True,False,1.0,20,1,50,-0.070755577,,191,97,94,52.879581152,0.949511462,73.333333333,-0.181064851,0.293909284,2.352525878,1.726615275,0.532225848,0.047986872
1632,NZD_JPY,EUR_USD,stoch,False,False,30.0,20,1,100,0.037608904,,138,78,60,54.347826087,64.533768406,73.333333333,-10.343700856,0.643267848,4.377248575,1.726355284,1.245490287,-0.139621321
1633,GBP_JPY,CBOE_Volatility_Index,bb,True,False,1.5,20,1,200,-0.069586026,,76,32,44,55.263157895,95.145184492,66.666666667,-11.506225332,0.661099300,3.339567540,1.725771380,0.516100595,0.766552904
1634,CAD_JPY,SILVER_USD,change,False,False,1.0,20,1,100,0.051568993,,227,129,98,55.506607930,79.019568445,60.000000000,-5.796032440,0.389564826,3.401125402,1.725718762,0.484587823,0.264483533
1635,CHF_JPY,CBOE_Volatility_Index,bb,True,False,1.5,20,1,100,-0.082167881,,101,49,52,55.445544554,55.887056300,60.000000000,-5.740223620,0.599764803,3.493041340,1.725591280,0.714492054,0.491656433
1636,GOLD_USD,GBP_CHF,stoch,True,False,30.0,20,1,100,-0.038862492,,128,67,61,54.687500000,906.900000000,66.666666667,-282.900000000,0.758270882,4.971687789,1.725541926,1.813037414,-0.400243178
1637,TRY_JPY,CHF_JPY,change,False,False,1.0,20,1,200,-0.055473859,,196,134,62,58.163265306,99.484190147,66.666666667,-12.456305786,0.647061265,5.251212212,1.725098385,1.870579638,-1.997317155
1638,EUR_USD,EUR_USD,bb,False,False,2.0,20,1,50,0.062898397,,89,51,38,53.932584270,0.516790360,80.000000000,-0.113768382,0.494183123,2.703096552,1.724730939,0.248966403,0.823289772
1639,AUD_JPY,ZAR_JPY,bb,True,False,1.5,20,1,200,-0.093008994,,92,50,42,59.782608696,75.967420246,80.000000000,-21.963839464,0.956445369,5.319052720,1.724724717,1.621459028,0.164762441
1640,GOLD_USD,EUR_NZD,bb,True,False,2.0,20,1,100,0.023653061,,63,36,27,58.730158730,852.600000000,73.333333333,-92.200000000,1.254437230,5.773295308,1.724628017,1.294335278,1.201239832
1641,EUR_NZD,EUR_NZD,bb,True,False,2.5,20,1,100,-0.100086036,,33,15,18,60.606060606,0.595430000,71.428571429,-0.132080000,0.940898467,3.134419143,1.724418446,0.618433029,1.209619666
1642,AUD_JPY,EUR_GBP,bb,False,False,2.0,20,1,100,0.078962960,,67,31,36,47.761194030,57.115876559,80.000000000,-4.298518686,0.939106233,4.457890558,1.724339283,0.911681628,0.962721866
1643,GBP_USD,USSPX500_Futures,bb,False,False,2.0,20,1,10,0.009437133,,118,52,66,55.084745763,0.690941699,73.333333333,-0.061088097,0.349599069,2.202373187,1.724329906,0.342271834,0.355372042
1644,NZD_USD,CHF_JPY,bb,False,False,1.5,20,1,15,0.008674737,,228,121,107,56.140350877,0.671728777,66.666666667,-0.141691382,0.424508181,3.718508070,1.723791599,0.469298835,0.373857068
1645,OIL_USD,AUD_JPY,stoch,False,False,30.0,20,1,15,0.039915119,,232,128,104,54.741379310,171.310000000,66.666666667,-29.100000000,1.099737332,9.718365576,1.723612871,1.259370886,0.903265266
